"ODS Code","Measure","Percentage","Over Target","Total","Year","Month"
"RTK","31 Day Wait for first treatment By Cancer","0.976","6.0","247.0","2019","1"
"RTK","31 Day Wait for first treatment By Cancer","0.971","6.0","204.0","2019","2"
"RTK","31 Day Wait for first treatment By Cancer","0.970","6.0","202.0","2019","3"
"RTK","31 Day Wait for first treatment By Cancer","0.971","6.0","209.0","2019","5"
"RTK","31 Day Wait for first treatment By Cancer","0.970","6.0","201.0","2019","6"
"RCB","31 Day Wait for first treatment By Cancer","0.988","6.0","507.0","2019","6"
"RA9","31 Day Wait for first treatment By Cancer","0.968","6.0","188.0","2019","10"
"RA9","31 Day Wait for first treatment By Cancer","0.985","6.0","394.0","2019","9"
"RA2","31 Day Wait for first treatment By Cancer","0.987","6.0","451.0","2019","7"
"RCB","31 Day Wait for first treatment By Cancer","0.987","6.0","450.0","2019","2"
"RP5","31 Day Wait for first treatment By Cancer","0.979","6.0","290.0","2019","7"
"RM3","31 Day Wait for first treatment By Cancer","0.976","6.0","246.0","2019","3"
"RJC","31 Day Wait for first treatment By Cancer","0.972","6.0","212.0","2019","7"
"RTX","31 Day Wait for first treatment By Cancer","0.955","6.0","133.0","2019","12"
"RTX","31 Day Wait for first treatment By Cancer","0.971","6.0","205.0","2019","10"
"RJC","31 Day Wait for first treatment By Cancer","0.970","6.0","200.0","2019","8"
"RA4","31 Day Wait for first treatment By Cancer","0.965","6.0","170.0","2019","3"
"R1K","31 Day Wait for first treatment By Cancer","0.970","6.0","202.0","2019","6"
"R1K","31 Day Wait for first treatment By Cancer","0.976","6.0","246.0","2019","5"
"RJC","31 Day Wait for first treatment By Cancer","0.935","6.0","93.0","2019","11"
"RWJ","31 Day Wait for first treatment By Cancer","0.971","6.0","210.0","2019","1"
"RQW","31 Day Wait for first treatment By Cancer","0.969","6.0","196.0","2019","3"
"RK5","31 Day Wait for first treatment By Cancer","0.958","6.0","143.0","2019","12"
"RD8","31 Day Wait for first treatment By Cancer","0.973","6.0","223.0","2019","7"
"RK5","31 Day Wait for first treatment By Cancer","0.976","6.0","248.0","2019","6"
"RBA","31 Day Wait for first treatment By Cancer","0.984","6.0","378.0","2019","7"
"RBA","31 Day Wait for first treatment By Cancer","0.968","6.0","185.0","2019","11"
"RXL","31 Day Wait for first treatment By Cancer","0.984","6.0","372.0","2019","4"
"R1F","31 Day Wait for first treatment By Cancer","0.969","6.0","193.0","2019","6"
"R1F","31 Day Wait for first treatment By Cancer","0.961","6.0","153.0","2019","5"
"R1F","31 Day Wait for first treatment By Cancer","0.957","6.0","140.0","2019","4"
"RTP","31 Day Wait for first treatment By Cancer","0.977","6.0","265.0","2019","2"
"RDD","31 Day Wait for first treatment By Cancer","0.954","6.0","131.0","2019","11"
"RTP","31 Day Wait for first treatment By Cancer","0.953","6.0","129.0","2019","10"
"RK5","31 Day Wait for first treatment By Cancer","0.976","6.0","248.0","2019","4"
"RA9","31 Day Wait for first treatment By Cancer","0.965","6.0","171.0","2019","3"
"RK5","31 Day Wait for first treatment By Cancer","0.973","6.0","220.0","2019","2"
"RNZ","31 Day Wait for first treatment By Cancer","0.972","6.0","215.0","2019","4"
"RLQ","31 Day Wait for first treatment By Cancer","0.970","6.0","203.0","2019","8"
"RTR","31 Day Wait for first treatment By Cancer","0.980","6.0","303.0","2019","11"
"RN5","31 Day Wait for first treatment By Cancer","0.967","6.0","182.0","2019","12"
"RVY","31 Day Wait for first treatment By Cancer","0.953","6.0","128.0","2019","9"
"RVY","31 Day Wait for first treatment By Cancer","0.940","6.0","100.0","2019","8"
"RDU","31 Day Wait for first treatment By Cancer","0.982","5.0","275.0","2019","11"
"RWF","31 Day Wait for first treatment By Cancer","0.975","5.0","201.0","2019","10"
"RXQ","31 Day Wait for first treatment By Cancer","0.972","5.0","180.0","2019","11"
"RA4","31 Day Wait for first treatment By Cancer","0.973","5.0","184.0","2019","7"
"RWP","31 Day Wait for first treatment By Cancer","0.981","5.0","262.0","2019","10"
"RBL","31 Day Wait for first treatment By Cancer","0.971","5.0","174.0","2019","12"
"RJL","31 Day Wait for first treatment By Cancer","0.965","5.0","144.0","2019","11"
"RNQ","31 Day Wait for first treatment By Cancer","0.980","5.0","246.0","2019","4"
"RTX","31 Day Wait for first treatment By Cancer","0.963","5.0","135.0","2019","11"
"RJL","31 Day Wait for first treatment By Cancer","0.982","5.0","275.0","2019","1"
"RBT","31 Day Wait for first treatment By Cancer","0.977","5.0","213.0","2019","7"
"RXW","31 Day Wait for first treatment By Cancer","0.981","5.0","261.0","2019","11"
"RBL","31 Day Wait for first treatment By Cancer","0.967","5.0","150.0","2019","10"
"RBL","31 Day Wait for first treatment By Cancer","0.970","5.0","166.0","2019","11"
"RF4","31 Day Wait for first treatment By Cancer","0.973","5.0","182.0","2019","10"
"RWJ","31 Day Wait for first treatment By Cancer","0.976","5.0","205.0","2019","4"
"RDD","31 Day Wait for first treatment By Cancer","0.982","5.0","277.0","2019","7"
"RXC","31 Day Wait for first treatment By Cancer","0.974","5.0","194.0","2019","11"
"RGN","31 Day Wait for first treatment By Cancer","0.973","5.0","186.0","2019","11"
"RNA","31 Day Wait for first treatment By Cancer","0.968","5.0","157.0","2019","11"
"RPC","31 Day Wait for first treatment By Cancer","0.930","5.0","71.0","2019","10"
"RHU","31 Day Wait for first treatment By Cancer","0.984","5.0","309.0","2019","11"
"RBN","31 Day Wait for first treatment By Cancer","0.971","5.0","172.0","2019","12"
"RTE","31 Day Wait for first treatment By Cancer","0.983","5.0","290.0","2019","10"
"RD3","31 Day Wait for first treatment By Cancer","0.971","5.0","170.0","2019","10"
"RPA","31 Day Wait for first treatment By Cancer","0.958","5.0","119.0","2019","11"
"R1H","31 Day Wait for first treatment By Cancer","0.982","5.0","285.0","2019","10"
"RBA","31 Day Wait for first treatment By Cancer","0.985","5.0","331.0","2019","4"
"RXR","31 Day Wait for first treatment By Cancer","0.987","5.0","386.0","2019","4"
"RWP","31 Day Wait for first treatment By Cancer","0.977","5.0","216.0","2019","12"
"RGT","31 Day Wait for first treatment By Cancer","0.984","5.0","311.0","2019","12"
"RXF","31 Day Wait for first treatment By Cancer","0.988","5.0","407.0","2019","1"
"RPY","31 Day Wait for first treatment By Cancer","0.979","5.0","237.0","2019","11"
"RFR","31 Day Wait for first treatment By Cancer","0.970","5.0","168.0","2019","2"
"NYT","31 Day Wait for first treatment By Cancer","0.792","5.0","24.0","2019","9"
"RTK","31 Day Wait for first treatment By Cancer","0.957","5.0","117.0","2019","9"
"R0B","31 Day Wait for first treatment By Cancer","0.974","5.0","192.0","2019","11"
"RLQ","31 Day Wait for first treatment By Cancer","0.934","5.0","76.0","2019","12"
"RWJ","31 Day Wait for first treatment By Cancer","0.976","5.0","211.0","2019","6"
"RD1","31 Day Wait for first treatment By Cancer","0.970","5.0","168.0","2019","10"
"RBT","31 Day Wait for first treatment By Cancer","0.950","5.0","101.0","2019","10"
"RBA","31 Day Wait for first treatment By Cancer","0.973","5.0","184.0","2019","12"
"REN","31 Day Wait for first treatment By Cancer","0.991","4.0","426.0","2019","6"
"RRF","31 Day Wait for first treatment By Cancer","0.981","4.0","214.0","2019","8"
"RY2","31 Day Wait for first treatment By Cancer","0.846","4.0","26.0","2019","8"
"RMC","31 Day Wait for first treatment By Cancer","0.984","4.0","253.0","2019","7"
"REM","31 Day Wait for first treatment By Cancer","0.979","4.0","190.0","2019","2"
"RK5","31 Day Wait for first treatment By Cancer","0.964","4.0","112.0","2019","11"
"RJ2","31 Day Wait for first treatment By Cancer","0.979","4.0","190.0","2019","9"
"RYJ","31 Day Wait for first treatment By Cancer","0.980","4.0","201.0","2019","12"
"RVW","31 Day Wait for first treatment By Cancer","0.984","4.0","251.0","2019","6"
"RP6","31 Day Wait for first treatment By Cancer","0.926","4.0","54.0","2019","5"
"RMC","31 Day Wait for first treatment By Cancer","0.979","4.0","188.0","2019","8"
"RK5","31 Day Wait for first treatment By Cancer","0.971","4.0","136.0","2019","10"
"RBT","31 Day Wait for first treatment By Cancer","0.945","4.0","73.0","2019","12"
"R1H","31 Day Wait for first treatment By Cancer","0.993","4.0","546.0","2019","4"
"RBK","31 Day Wait for first treatment By Cancer","0.978","4.0","178.0","2019","2"
"REP","31 Day Wait for first treatment By Cancer","0.852","4.0","27.0","2019","11"
"RD8","31 Day Wait for first treatment By Cancer","0.966","4.0","119.0","2019","12"
"RCD","31 Day Wait for first treatment By Cancer","0.981","4.0","211.0","2019","1"
"RPY","31 Day Wait for first treatment By Cancer","0.990","4.0","418.0","2019","6"
"RC1","31 Day Wait for first treatment By Cancer","0.979","4.0","189.0","2019","9"
"RPY","31 Day Wait for first treatment By Cancer","0.984","4.0","249.0","2019","10"
"RC1","31 Day Wait for first treatment By Cancer","0.980","4.0","202.0","2019","8"
"RNQ","31 Day Wait for first treatment By Cancer","0.982","4.0","228.0","2019","8"
"RAL","31 Day Wait for first treatment By Cancer","0.992","4.0","476.0","2019","1"
"RWJ","31 Day Wait for first treatment By Cancer","0.979","4.0","195.0","2019","5"
"RBD","31 Day Wait for first treatment By Cancer","0.978","4.0","183.0","2019","8"
"RHW","31 Day Wait for first treatment By Cancer","0.982","4.0","221.0","2019","10"
"RBD","31 Day Wait for first treatment By Cancer","0.980","4.0","202.0","2019","9"
"RYJ","31 Day Wait for first treatment By Cancer","0.990","4.0","382.0","2019","3"
"RNQ","31 Day Wait for first treatment By Cancer","0.979","4.0","194.0","2019","3"
"RWP","31 Day Wait for first treatment By Cancer","0.982","4.0","225.0","2019","11"
"RYR","31 Day Wait for first treatment By Cancer","0.993","4.0","544.0","2019","2"
"RQM","31 Day Wait for first treatment By Cancer","0.972","4.0","143.0","2019","1"
"RCX","31 Day Wait for first treatment By Cancer","0.979","4.0","190.0","2019","9"
"RXQ","31 Day Wait for first treatment By Cancer","0.975","4.0","163.0","2019","12"
"RRF","31 Day Wait for first treatment By Cancer","0.980","4.0","204.0","2019","9"
"RJC","31 Day Wait for first treatment By Cancer","0.978","4.0","186.0","2019","5"
"RQM","31 Day Wait for first treatment By Cancer","0.983","4.0","234.0","2019","4"
"RFR","31 Day Wait for first treatment By Cancer","0.981","4.0","207.0","2019","7"
"RQM","31 Day Wait for first treatment By Cancer","0.979","4.0","187.0","2019","6"
"RFF","31 Day Wait for first treatment By Cancer","0.973","4.0","148.0","2019","6"
"RVY","31 Day Wait for first treatment By Cancer","0.956","4.0","90.0","2019","5"
"RTX","31 Day Wait for first treatment By Cancer","0.988","4.0","328.0","2019","8"
"RQM","31 Day Wait for first treatment By Cancer","0.981","4.0","214.0","2019","8"
"RA4","31 Day Wait for first treatment By Cancer","0.976","4.0","168.0","2019","5"
"RFF","31 Day Wait for first treatment By Cancer","0.980","4.0","196.0","2019","2"
"RXQ","31 Day Wait for first treatment By Cancer","0.979","4.0","194.0","2019","10"
"RTX","31 Day Wait for first treatment By Cancer","0.986","4.0","294.0","2019","2"
"R1H","31 Day Wait for first treatment By Cancer","0.993","4.0","584.0","2019","5"
"RHU","31 Day Wait for first treatment By Cancer","0.987","4.0","306.0","2019","10"
"RGR","31 Day Wait for first treatment By Cancer","0.983","4.0","240.0","2019","5"
"RWP","31 Day Wait for first treatment By Cancer","0.993","4.0","534.0","2019","2"
"RA4","31 Day Wait for first treatment By Cancer","0.978","4.0","178.0","2019","2"
"NCN","31 Day Wait for first treatment By Cancer","0.949","4.0","78.0","2019","8"
"RN3","31 Day Wait for first treatment By Cancer","0.965","4.0","115.0","2019","11"
"RFF","31 Day Wait for first treatment By Cancer","0.975","4.0","159.0","2019","8"
"RAS","31 Day Wait for first treatment By Cancer","0.972","4.0","143.0","2019","8"
"RBZ","31 Day Wait for first treatment By Cancer","0.972","4.0","144.0","2019","3"
"RBZ","31 Day Wait for first treatment By Cancer","0.980","4.0","200.0","2019","4"
"RWH","31 Day Wait for first treatment By Cancer","0.983","4.0","234.0","2019","12"
"RXW","31 Day Wait for first treatment By Cancer","0.991","4.0","447.0","2019","3"
"RJ2","31 Day Wait for first treatment By Cancer","0.980","4.0","198.0","2019","8"
"REF","31 Day Wait for first treatment By Cancer","0.986","4.0","281.0","2019","4"
"RCD","31 Day Wait for first treatment By Cancer","0.981","4.0","214.0","2019","3"
"RA9","31 Day Wait for first treatment By Cancer","0.987","4.0","310.0","2019","2"
"RWJ","31 Day Wait for first treatment By Cancer","0.981","4.0","208.0","2019","2"
"RD8","31 Day Wait for first treatment By Cancer","0.975","4.0","162.0","2019","4"
"RQW","31 Day Wait for first treatment By Cancer","0.973","4.0","150.0","2019","2"
"REN","31 Day Wait for first treatment By Cancer","0.992","4.0","490.0","2019","4"
"RQW","31 Day Wait for first treatment By Cancer","0.978","4.0","181.0","2019","5"
"RQW","31 Day Wait for first treatment By Cancer","0.981","4.0","206.0","2019","6"
"RBZ","31 Day Wait for first treatment By Cancer","0.959","4.0","97.0","2019","10"
"R0B","31 Day Wait for first treatment By Cancer","0.990","4.0","417.0","2019","7"
"R0B","31 Day Wait for first treatment By Cancer","0.988","4.0","340.0","2019","8"
"RLN","31 Day Wait for first treatment By Cancer","0.989","4.0","350.0","2019","2"
"RXP","31 Day Wait for first treatment By Cancer","0.987","4.0","306.0","2019","2"
"RRF","31 Day Wait for first treatment By Cancer","0.977","4.0","176.0","2019","4"
"RNZ","31 Day Wait for first treatment By Cancer","0.984","4.0","256.0","2019","1"
"RDD","31 Day Wait for first treatment By Cancer","0.986","4.0","277.0","2019","9"
"RRF","31 Day Wait for first treatment By Cancer","0.981","4.0","213.0","2019","1"
"RCB","31 Day Wait for first treatment By Cancer","0.991","4.0","466.0","2019","7"
"REF","31 Day Wait for first treatment By Cancer","0.987","4.0","297.0","2019","12"
"RXP","31 Day Wait for first treatment By Cancer","0.989","4.0","373.0","2019","5"
"RDZ","31 Day Wait for first treatment By Cancer","0.992","4.0","481.0","2019","3"
"RBT","31 Day Wait for first treatment By Cancer","0.977","4.0","177.0","2019","9"
"NVM","31 Day Wait for first treatment By Cancer","0.750","4.0","16.0","2019","5"
"RA9","31 Day Wait for first treatment By Cancer","0.976","4.0","167.0","2019","12"
"RA9","31 Day Wait for first treatment By Cancer","0.981","4.0","206.0","2019","11"
"RVR","31 Day Wait for first treatment By Cancer","0.974","4.0","152.0","2019","9"
"RWG","31 Day Wait for first treatment By Cancer","0.988","4.0","345.0","2019","7"
"RDD","31 Day Wait for first treatment By Cancer","0.985","4.0","262.0","2019","2"
"RMC","31 Day Wait for first treatment By Cancer","0.981","4.0","216.0","2019","3"
"RDZ","31 Day Wait for first treatment By Cancer","0.989","4.0","378.0","2019","8"
"RVR","31 Day Wait for first treatment By Cancer","0.981","4.0","213.0","2019","5"
"RTF","31 Day Wait for first treatment By Cancer","0.985","4.0","265.0","2019","5"
"RC1","31 Day Wait for first treatment By Cancer","0.982","4.0","224.0","2019","2"
"RTK","31 Day Wait for first treatment By Cancer","0.969","4.0","128.0","2019","10"
"RJ6","31 Day Wait for first treatment By Cancer","0.947","4.0","75.0","2019","12"
"RTK","31 Day Wait for first treatment By Cancer","0.960","4.0","100.0","2019","12"
"RAS","31 Day Wait for first treatment By Cancer","0.975","4.0","160.0","2019","3"
"RXK","31 Day Wait for first treatment By Cancer","0.966","4.0","116.0","2019","10"
"RAX","31 Day Wait for first treatment By Cancer","0.977","4.0","176.0","2019","2"
"RR7","31 Day Wait for first treatment By Cancer","0.985","4.0","268.0","2019","1"
"RXF","31 Day Wait for first treatment By Cancer","0.989","4.0","367.0","2019","3"
"RP5","31 Day Wait for first treatment By Cancer","0.987","4.0","318.0","2019","3"
"NHT","31 Day Wait for first treatment By Cancer","0.846","4.0","26.0","2019","3"
"RXK","31 Day Wait for first treatment By Cancer","0.987","4.0","308.0","2019","3"
"RR7","31 Day Wait for first treatment By Cancer","0.983","4.0","240.0","2019","8"
"RR7","31 Day Wait for first treatment By Cancer","0.984","4.0","243.0","2019","9"
"RP5","31 Day Wait for first treatment By Cancer","0.986","4.0","295.0","2019","2"
"RW6","31 Day Wait for first treatment By Cancer","0.978","4.0","181.0","2019","12"
"RXL","31 Day Wait for first treatment By Cancer","0.987","4.0","316.0","2019","2"
"RP5","31 Day Wait for first treatment By Cancer","0.989","4.0","349.0","2019","1"
"RBV","31 Day Wait for first treatment By Cancer","0.988","4.0","324.0","2019","12"
"RW6","31 Day Wait for first treatment By Cancer","0.979","4.0","194.0","2019","11"
